date,Weekly average order cycle time,Unable to connect to SAP,Approval system not available,activity_Approve by approver,activity_Create order,activity_Return by approver,activity_Submit for approval,activity_Submit to SAP,activity_Update order
2020-11-27 19:15:00+00:00,25.57,0,0,17.0,7.0,2.0,18.0,34.0,29.0
2020-11-27 19:20:00+00:00,25.57,0,0,17.0,7.0,2.0,18.0,34.0,29.0
2020-11-27 19:25:00+00:00,25.57,0,0,17.0,5.0,2.0,17.0,34.0,29.0
2020-11-27 19:30:00+00:00,25.57,0,0,17.0,5.0,2.0,17.0,34.0,29.0
2020-11-27 19:35:00+00:00,25.57,0,0,17.0,4.0,2.0,18.0,34.0,30.0
2020-11-27 19:40:00+00:00,25.57,0,0,17.0,4.0,2.0,19.0,34.0,30.0
2020-11-27 19:45:00+00:00,25.57,0,0,16.0,4.0,2.0,18.0,34.0,30.0
2020-11-27 19:50:00+00:00,25.57,0,0,16.0,4.0,2.0,18.0,33.0,30.0
2020-11-27 19:55:00+00:00,25.57,0,0,16.0,4.0,2.0,18.0,33.0,30.0
2020-11-27 20:00:00+00:00,25.57,0,0,16.0,4.0,2.0,18.0,33.0,30.0
2020-11-27 20:05:00+00:00,25.57,0,0,16.0,4.0,2.0,18.0,33.0,30.0
2020-11-27 20:10:00+00:00,25.57,0,0,16.0,4.0,2.0,19.0,33.0,29.0
2020-11-27 20:15:00+00:00,25.57,0,0,15.0,4.0,2.0,19.0,33.0,29.0
2020-11-27 20:20:00+00:00,25.57,0,0,15.0,4.0,2.0,19.0,33.0,29.0
2020-11-27 20:25:00+00:00,25.57,0,0,15.0,4.0,2.0,19.0,34.0,29.0
2020-11-27 20:30:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,34.0,28.0
2020-11-27 20:35:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,34.0,28.0
2020-11-27 20:40:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,34.0,29.0
2020-11-27 20:45:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,34.0,29.0
2020-11-27 20:50:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,34.0,29.0
2020-11-27 20:55:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,33.0,27.0
2020-11-27 21:00:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,32.0,25.0
2020-11-27 21:05:00+00:00,25.5,0,0,14.0,4.0,2.0,19.0,31.0,25.0
2020-11-27 21:10:00+00:00,25.5,0,0,15.0,4.0,2.0,19.0,31.0,24.0
2020-11-27 21:15:00+00:00,25.5,0,0,14.0,4.0,2.0,18.0,30.0,23.0
2020-11-27 21:20:00+00:00,25.5,0,0,14.0,4.0,3.0,18.0,30.0,23.0
2020-11-27 21:25:00+00:00,25.5,0,0,15.0,4.0,4.0,19.0,30.0,24.0
2020-11-27 21:30:00+00:00,25.5,0,0,15.0,4.0,4.0,18.0,30.0,24.0
2020-11-27 21:35:00+00:00,25.46,0,0,14.0,4.0,4.0,18.0,31.0,23.0
2020-11-27 21:40:00+00:00,25.51,0,0,15.0,4.0,4.0,19.0,32.0,23.0
2020-11-27 21:45:00+00:00,25.59,0,0,15.0,4.0,4.0,19.0,33.0,23.0
2020-11-27 21:50:00+00:00,25.59,0,0,16.0,4.0,4.0,19.0,35.0,23.0
2020-11-27 21:55:00+00:00,25.52,0,0,17.0,4.0,4.0,19.0,36.0,23.0
2020-11-27 22:00:00+00:00,25.57,0,0,17.0,4.0,4.0,19.0,37.0,24.0
2020-11-27 22:05:00+00:00,25.53,0,0,17.0,4.0,4.0,18.0,37.0,24.0
2020-11-27 22:10:00+00:00,25.53,0,0,16.0,4.0,4.0,19.0,37.0,26.0
2020-11-27 22:15:00+00:00,25.53,0,0,16.0,4.0,4.0,18.0,38.0,26.0
2020-11-27 22:20:00+00:00,25.51,0,0,15.0,4.0,4.0,19.0,38.0,25.0
2020-11-27 22:25:00+00:00,25.51,0,0,17.0,4.0,4.0,19.0,40.0,25.0
2020-11-27 22:30:00+00:00,25.4,0,0,17.0,4.0,4.0,19.0,40.0,27.0
2020-11-27 22:35:00+00:00,25.4,0,0,17.0,3.0,4.0,19.0,39.0,27.0
2020-11-27 22:40:00+00:00,25.4,0,0,17.0,3.0,4.0,19.0,39.0,27.0
2020-11-27 22:45:00+00:00,25.36,0,0,17.0,3.0,4.0,19.0,39.0,27.0
2020-11-27 22:50:00+00:00,25.36,0,0,17.0,3.0,4.0,19.0,39.0,26.0
2020-11-27 22:55:00+00:00,25.45,0,0,17.0,3.0,4.0,19.0,39.0,26.0
2020-11-27 23:00:00+00:00,25.45,0,0,17.0,2.0,4.0,19.0,39.0,27.0
2020-11-27 23:05:00+00:00,25.45,0,0,16.0,2.0,4.0,18.0,39.0,27.0
2020-11-27 23:10:00+00:00,25.45,0,0,16.0,2.0,4.0,18.0,40.0,27.0
2020-11-27 23:15:00+00:00,25.39,0,0,16.0,2.0,4.0,18.0,39.0,27.0
2020-11-27 23:20:00+00:00,25.39,0,0,16.0,2.0,4.0,18.0,39.0,26.0
2020-11-27 23:25:00+00:00,25.47,0,0,16.0,2.0,4.0,18.0,38.0,26.0
2020-11-27 23:30:00+00:00,25.47,0,0,16.0,2.0,4.0,18.0,38.0,26.0
2020-11-27 23:35:00+00:00,25.47,0,0,16.0,2.0,4.0,19.0,40.0,26.0
2020-11-27 23:40:00+00:00,25.54,0,0,16.0,1.0,5.0,19.0,40.0,26.0
2020-11-27 23:45:00+00:00,25.54,0,0,17.0,1.0,5.0,20.0,40.0,27.0
2020-11-27 23:50:00+00:00,25.54,0,0,17.0,1.0,5.0,20.0,41.0,27.0
2020-11-27 23:55:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,39.0,27.0
2020-11-28 00:00:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,39.0,27.0
2020-11-28 00:05:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,39.0,27.0
2020-11-28 00:10:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,39.0,27.0
2020-11-28 00:15:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,39.0,26.0
2020-11-28 00:20:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,39.0,26.0
2020-11-28 00:25:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,38.0,26.0
2020-11-28 00:30:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,38.0,26.0
2020-11-28 00:35:00+00:00,25.53,0,0,17.0,1.0,5.0,20.0,38.0,26.0
2020-11-28 00:40:00+00:00,25.53,0,0,17.0,1.0,5.0,19.0,38.0,26.0
2020-11-28 00:45:00+00:00,25.53,0,0,17.0,1.0,5.0,19.0,38.0,26.0
2020-11-28 00:50:00+00:00,25.53,0,0,17.0,1.0,5.0,19.0,38.0,25.0
2020-11-28 00:55:00+00:00,25.53,0,0,17.0,1.0,5.0,19.0,38.0,25.0
2020-11-28 01:00:00+00:00,25.53,0,0,17.0,1.0,5.0,19.0,38.0,25.0
2020-11-28 01:05:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,38.0,25.0
2020-11-28 01:10:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,38.0,25.0
2020-11-28 01:15:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,38.0,25.0
2020-11-28 01:20:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,36.0,25.0
2020-11-28 01:25:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,36.0,25.0
2020-11-28 01:30:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,36.0,24.0
2020-11-28 01:35:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,36.0,24.0
2020-11-28 01:40:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,36.0,22.0
2020-11-28 01:45:00+00:00,25.53,0,0,17.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 01:50:00+00:00,25.53,0,0,16.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 01:55:00+00:00,25.53,0,0,16.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 02:00:00+00:00,25.53,0,0,16.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 02:05:00+00:00,25.53,0,0,16.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 02:10:00+00:00,25.53,0,0,16.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 02:15:00+00:00,25.53,0,0,16.0,0.0,5.0,19.0,35.0,22.0
2020-11-28 02:20:00+00:00,25.53,0,0,16.0,0.0,5.0,18.0,35.0,21.0
2020-11-28 02:25:00+00:00,25.53,0,0,16.0,0.0,5.0,18.0,35.0,21.0
2020-11-28 02:30:00+00:00,25.53,0,0,16.0,0.0,5.0,18.0,35.0,21.0
2020-11-28 02:35:00+00:00,25.53,0,0,16.0,0.0,5.0,18.0,35.0,21.0
2020-11-28 02:40:00+00:00,25.53,0,0,16.0,0.0,5.0,18.0,34.0,21.0
2020-11-28 02:45:00+00:00,25.53,0,0,16.0,0.0,5.0,18.0,34.0,21.0
2020-11-28 02:50:00+00:00,25.53,0,0,16.0,0.0,5.0,17.0,34.0,20.0
2020-11-28 02:55:00+00:00,25.53,0,0,16.0,0.0,5.0,17.0,34.0,20.0
2020-11-28 03:00:00+00:00,25.53,0,0,16.0,0.0,5.0,17.0,34.0,20.0
2020-11-28 03:05:00+00:00,25.53,0,0,16.0,0.0,5.0,17.0,33.0,20.0
2020-11-28 03:10:00+00:00,25.53,0,0,15.0,0.0,5.0,17.0,33.0,19.0
2020-11-28 03:15:00+00:00,25.53,0,0,15.0,0.0,5.0,17.0,33.0,19.0
2020-11-28 03:20:00+00:00,25.53,0,0,15.0,0.0,5.0,17.0,33.0,19.0
2020-11-28 03:25:00+00:00,25.53,0,0,15.0,0.0,5.0,17.0,33.0,19.0
2020-11-28 03:30:00+00:00,25.53,0,0,15.0,0.0,5.0,16.0,33.0,19.0
2020-11-28 03:35:00+00:00,25.53,0,0,15.0,0.0,5.0,16.0,33.0,19.0
2020-11-28 03:40:00+00:00,25.53,0,0,15.0,0.0,5.0,16.0,33.0,19.0
2020-11-28 03:45:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,33.0,19.0
2020-11-28 03:50:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,33.0,19.0
2020-11-28 03:55:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,33.0,18.0
2020-11-28 04:00:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,33.0,18.0
2020-11-28 04:05:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,32.0,18.0
2020-11-28 04:10:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,29.0,18.0
2020-11-28 04:15:00+00:00,25.53,0,0,14.0,0.0,5.0,16.0,29.0,18.0
2020-11-28 04:20:00+00:00,25.53,0,0,14.0,0.0,5.0,15.0,29.0,18.0
2020-11-28 04:25:00+00:00,25.53,0,0,14.0,0.0,5.0,15.0,29.0,18.0
2020-11-28 04:30:00+00:00,25.53,0,0,14.0,0.0,5.0,15.0,29.0,18.0
2020-11-28 04:35:00+00:00,25.53,0,0,14.0,0.0,5.0,15.0,29.0,18.0
2020-11-28 04:40:00+00:00,25.53,0,0,13.0,0.0,5.0,15.0,29.0,17.0
2020-11-28 04:45:00+00:00,25.53,0,0,12.0,0.0,5.0,14.0,28.0,16.0
2020-11-28 04:50:00+00:00,25.53,0,0,12.0,0.0,5.0,13.0,28.0,16.0
2020-11-28 04:55:00+00:00,25.53,0,0,12.0,0.0,5.0,13.0,28.0,14.0
2020-11-28 05:00:00+00:00,25.53,0,0,12.0,0.0,5.0,13.0,27.0,14.0
2020-11-28 05:05:00+00:00,25.53,0,0,12.0,0.0,5.0,13.0,26.0,14.0
2020-11-28 05:10:00+00:00,25.53,0,0,12.0,0.0,5.0,13.0,25.0,14.0
2020-11-28 05:15:00+00:00,25.53,0,0,11.0,0.0,5.0,13.0,25.0,14.0
2020-11-28 05:20:00+00:00,25.53,0,0,11.0,0.0,5.0,13.0,25.0,14.0
2020-11-28 05:25:00+00:00,25.53,0,0,11.0,0.0,5.0,12.0,25.0,14.0
2020-11-28 05:30:00+00:00,25.53,0,0,11.0,0.0,5.0,12.0,25.0,14.0
2020-11-28 05:35:00+00:00,25.53,0,0,11.0,0.0,5.0,12.0,24.0,14.0
2020-11-28 05:40:00+00:00,25.53,0,0,11.0,0.0,5.0,12.0,24.0,14.0
2020-11-28 05:45:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,14.0
2020-11-28 05:50:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,14.0
2020-11-28 05:55:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,14.0
2020-11-28 06:00:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,13.0
2020-11-28 06:05:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,13.0
2020-11-28 06:10:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,13.0
2020-11-28 06:15:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,13.0
2020-11-28 06:20:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,12.0
2020-11-28 06:25:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,12.0
2020-11-28 06:30:00+00:00,25.53,0,0,10.0,0.0,5.0,12.0,24.0,12.0
2020-11-28 06:35:00+00:00,25.53,0,0,10.0,0.0,5.0,11.0,23.0,12.0
2020-11-28 06:40:00+00:00,25.53,0,0,10.0,0.0,5.0,11.0,23.0,12.0
2020-11-28 06:45:00+00:00,25.53,0,0,10.0,0.0,4.0,11.0,23.0,11.0
2020-11-28 06:50:00+00:00,25.53,0,0,10.0,0.0,4.0,10.0,22.0,11.0
2020-11-28 06:55:00+00:00,25.53,0,0,8.0,0.0,4.0,10.0,21.0,11.0
2020-11-28 07:00:00+00:00,25.53,0,0,8.0,0.0,3.0,10.0,21.0,11.0
2020-11-28 07:05:00+00:00,25.53,0,0,8.0,0.0,3.0,9.0,21.0,11.0
2020-11-28 07:10:00+00:00,25.53,0,0,8.0,0.0,3.0,9.0,21.0,11.0
2020-11-28 07:15:00+00:00,25.53,0,0,8.0,0.0,3.0,9.0,21.0,11.0
2020-11-28 07:20:00+00:00,25.53,0,0,8.0,0.0,3.0,9.0,21.0,11.0
2020-11-28 07:25:00+00:00,25.53,0,0,8.0,0.0,3.0,9.0,21.0,11.0
2020-11-28 07:30:00+00:00,25.53,0,0,8.0,0.0,3.0,9.0,21.0,11.0
2020-11-28 07:35:00+00:00,25.53,0,0,8.0,0.0,3.0,8.0,21.0,10.0
2020-11-28 07:40:00+00:00,25.53,0,0,8.0,0.0,3.0,7.0,21.0,10.0
2020-11-28 07:45:00+00:00,25.53,0,0,8.0,0.0,3.0,7.0,21.0,10.0
2020-11-28 07:50:00+00:00,25.53,0,0,8.0,0.0,3.0,7.0,21.0,10.0
2020-11-28 07:55:00+00:00,25.53,0,0,8.0,0.0,3.0,7.0,21.0,10.0
2020-11-28 08:00:00+00:00,25.53,0,0,8.0,0.0,3.0,7.0,21.0,10.0
2020-11-28 08:05:00+00:00,25.53,0,0,8.0,0.0,3.0,7.0,21.0,10.0
2020-11-28 08:10:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,21.0,10.0
2020-11-28 08:15:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,21.0,10.0
2020-11-28 08:20:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,21.0,10.0
2020-11-28 08:25:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,10.0
2020-11-28 08:30:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,10.0
2020-11-28 08:35:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,10.0
2020-11-28 08:40:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 08:45:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 08:50:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 08:55:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 09:00:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 09:05:00+00:00,25.53,0,0,8.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 09:10:00+00:00,25.53,0,0,7.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 09:15:00+00:00,25.53,0,0,7.0,0.0,3.0,6.0,20.0,9.0
2020-11-28 09:20:00+00:00,25.53,0,0,7.0,0.0,2.0,6.0,20.0,9.0
2020-11-28 09:25:00+00:00,25.53,0,0,6.0,0.0,1.0,5.0,20.0,8.0
2020-11-28 09:30:00+00:00,25.53,0,0,6.0,0.0,1.0,5.0,19.0,8.0
2020-11-28 09:35:00+00:00,25.53,0,0,6.0,0.0,1.0,5.0,18.0,8.0
2020-11-28 09:40:00+00:00,25.53,0,0,5.0,0.0,1.0,4.0,17.0,8.0
2020-11-28 09:45:00+00:00,25.53,0,0,5.0,0.0,1.0,4.0,16.0,8.0
2020-11-28 09:50:00+00:00,25.53,0,0,4.0,0.0,1.0,4.0,14.0,8.0
2020-11-28 09:55:00+00:00,25.53,0,0,3.0,0.0,1.0,4.0,13.0,8.0
2020-11-28 10:00:00+00:00,25.53,0,0,3.0,0.0,1.0,4.0,12.0,7.0
2020-11-28 10:05:00+00:00,25.53,0,0,3.0,0.0,1.0,4.0,12.0,6.0
2020-11-28 10:10:00+00:00,25.53,0,0,3.0,0.0,1.0,3.0,11.0,4.0
2020-11-28 10:15:00+00:00,25.53,0,0,3.0,0.0,1.0,3.0,10.0,4.0
2020-11-28 10:20:00+00:00,25.53,0,0,3.0,0.0,1.0,2.0,10.0,4.0
2020-11-28 10:25:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,8.0,4.0
2020-11-28 10:30:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,7.0,2.0
2020-11-28 10:35:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,7.0,2.0
2020-11-28 10:40:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,6.0,2.0
2020-11-28 10:45:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,6.0,2.0
2020-11-28 10:50:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,5.0,2.0
2020-11-28 10:55:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,5.0,2.0
2020-11-28 11:00:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,5.0,1.0
2020-11-28 11:05:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,5.0,1.0
2020-11-28 11:10:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,4.0,1.0
2020-11-28 11:15:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,4.0,1.0
2020-11-28 11:20:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,3.0,1.0
2020-11-28 11:25:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,3.0,1.0
2020-11-28 11:30:00+00:00,25.53,0,0,1.0,0.0,1.0,2.0,3.0,1.0
2020-11-28 11:35:00+00:00,25.53,0,0,1.0,0.0,1.0,1.0,1.0,1.0
2020-11-28 11:40:00+00:00,25.53,0,0,1.0,0.0,0.0,1.0,1.0,1.0
2020-11-28 11:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,1.0,0.0
2020-11-28 11:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 11:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 12:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 13:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 14:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 15:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 16:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:50:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 17:55:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:00:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:05:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:10:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:15:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:20:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:25:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:30:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:35:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:40:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28 18:45:00+00:00,25.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0
